coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,rain_1h,clouds_all,dt,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,wind_gust,weather_1_id,weather_1_main,weather_1_description,weather_1_icon,message
77.2167,28.6667,721.0,Haze,haze,50d,stations,305.2,312.2,305.2,305.2,1004.0,70.0,1004.0,979.0,4000.0,2.57,90.0,,75.0,1727335133.0,1.0,9165.0,IN,1727311291.0,1727354598.0,19800.0,1273294.0,Delhi,200,,,,,,
-104.9847,39.7392,800.0,Clear,clear sky,01n,stations,291.99,291.03,290.0,293.82,1010.0,42.0,1010.0,836.0,10000.0,1.49,205.0,,0.0,1727335133.0,2.0,2004073.0,US,1727355107.0,1727398218.0,-21600.0,5419384.0,Denver,200,1.61,,,,,
90.4074,23.7104,721.0,Haze,haze,50d,stations,300.14,303.75,300.14,300.14,1008.0,89.0,1008.0,1007.0,3500.0,3.09,90.0,0.18,75.0,1727335133.0,1.0,9145.0,BD,1727308100.0,1727351459.0,21600.0,1185241.0,Dhaka,200,,500.0,Rain,light rain,10d,
125.5736,-8.5586,804.0,Clouds,overcast clouds,04d,stations,301.59,304.69,301.59,301.59,1010.0,70.0,1010.0,966.0,10000.0,2.93,65.0,,99.0,1727335133.0,,,TL,1727299494.0,1727343189.0,32400.0,1645457.0,Dili,200,3.59,,,,,
42.5,11.5,804.0,Clouds,overcast clouds,04d,stations,306.5,306.64,306.5,306.5,1007.0,36.0,1007.0,941.0,10000.0,0.31,4.0,,100.0,1727335134.0,,,DJ,1727319538.0,1727363011.0,10800.0,223816.0,Djibouti,200,1.91,,,,,
35.7395,-6.1722,801.0,Clouds,few clouds,02d,stations,297.99,297.76,297.99,297.99,1017.0,47.0,1017.0,895.0,10000.0,3.42,102.0,,18.0,1727335134.0,,,TZ,1727321061.0,1727364733.0,10800.0,160196.0,Dodoma,200,3.97,,,,,
51.5333,25.2867,800.0,Clear,clear sky,01d,stations,310.72,315.61,310.09,311.32,1003.0,40.0,1003.0,1002.0,10000.0,8.23,350.0,,0.0,1727335134.0,1.0,7614.0,QA,1727317440.0,1727360774.0,10800.0,290030.0,Doha,200,,,,,,
113.7447,23.0489,804.0,Clouds,overcast clouds,04d,stations,306.18,310.4,306.18,306.18,1009.0,53.0,1009.0,1006.0,10000.0,3.34,243.0,,87.0,1727335134.0,,,CN,1727302495.0,1727345865.0,28800.0,1812545.0,Dongguan,200,4.72,,,,,
9.7043,4.0483,803.0,Clouds,broken clouds,04d,stations,299.07,299.96,299.07,299.07,1014.0,86.0,1014.0,1012.0,10000.0,1.2,38.0,,76.0,1727335134.0,,,CM,1727327368.0,1727370920.0,3600.0,2232593.0,Douala,200,1.65,,,,,
-96.167,41.3,800.0,Clear,clear sky,01n,stations,286.64,286.24,285.18,288.86,1015.0,84.0,1015.0,974.0,10000.0,0.0,0.0,,0.0,1727335134.0,2.0,2039709.0,US,1727353000.0,1727396093.0,-18000.0,5067114.0,Douglas,200,,,,,,
55.3047,25.2582,802.0,Clouds,scattered clouds,03d,stations,309.11,315.74,309.11,310.29,1003.0,49.0,1003.0,1002.0,7000.0,3.09,210.0,,26.0,1727335091.0,1.0,7537.0,AE,1727316535.0,1727359870.0,14400.0,292223.0,Dubai,200,,,,,,
-121.9358,37.7021,800.0,Clear,clear sky,01n,stations,286.99,286.65,285.63,288.17,1012.0,85.0,1012.0,987.0,10000.0,3.09,280.0,,0.0,1727334997.0,2.0,2016191.0,US,1727359163.0,1727402295.0,-25200.0,5344157.0,Dublin,200,,,,,,
31.0292,-29.8579,804.0,Clouds,overcast clouds,04d,stations,294.66,294.49,294.66,294.66,1009.0,62.0,1009.0,1007.0,10000.0,2.67,193.0,,100.0,1727335134.0,1.0,1934.0,ZA,1727322007.0,1727366046.0,7200.0,1007311.0,Durban,200,3.38,,,,,
68.7797,38.5577,802.0,Clouds,scattered clouds,03d,stations,302.05,300.94,302.05,302.05,1009.0,30.0,1009.0,900.0,7000.0,2.0,0.0,,40.0,1727335134.0,1.0,8996.0,TJ,1727313369.0,1727356568.0,18000.0,7280679.0,Dushanbe,200,,,,,,
73.0833,31.4167,800.0,Clear,clear sky,01d,stations,313.08,313.4,313.08,313.08,1003.0,23.0,1003.0,982.0,10000.0,2.22,45.0,,0.0,1727335134.0,,,PK,1727312298.0,1727355575.0,18000.0,1179400.0,Faisalabad,200,2.45,,,,,
-61.0733,14.6089,501.0,Rain,moderate rain,10n,stations,299.12,299.12,299.12,299.12,1011.0,94.0,1011.0,1001.0,10000.0,1.54,0.0,1.9,75.0,1727335134.0,1.0,8779.0,MQ,1727344412.0,1727387840.0,-14400.0,3570675.0,Fort Royal,200,,,,,,
-38.5247,-3.7227,802.0,Clouds,scattered clouds,03n,stations,299.22,299.22,298.83,299.22,1012.0,73.0,1012.0,1010.0,10000.0,7.2,130.0,,40.0,1727335135.0,1.0,8363.0,BR,1727338893.0,1727382538.0,-10800.0,6320062.0,Fortaleza,200,,,,,,
-13.2299,8.484,500.0,Rain,light rain,10d,stations,297.12,297.92,297.12,297.12,1014.0,90.0,1014.0,1008.0,10000.0,0.43,75.0,0.15,100.0,1727335135.0,,,SL,1727332896.0,1727376397.0,0.0,2409306.0,Freetown,200,0.53,,,,,
130.4181,33.6064,801.0,Clouds,few clouds,02d,stations,304.1,305.31,304.1,304.1,1010.0,48.0,1010.0,991.0,10000.0,4.12,70.0,,20.0,1727335135.0,1.0,7998.0,JP,1727298542.0,1727341816.0,32400.0,1863967.0,Fukuoka,200,,,,,,
179.1942,-8.5243,803.0,Clouds,broken clouds,04n,stations,301.15,306.72,301.15,301.15,1011.0,89.0,1011.0,1011.0,10000.0,3.09,120.0,,75.0,1727335135.0,1.0,7297.0,TV,1727286631.0,1727330321.0,43200.0,2110394.0,Funafuti,200,,,,,,
25.9086,-24.6545,800.0,Clear,clear sky,01d,stations,302.1,300.47,302.1,302.1,1016.0,11.0,1016.0,907.0,10000.0,3.6,230.0,,0.0,1727335135.0,1.0,2012.0,BW,1727323284.0,1727367227.0,7200.0,933773.0,Gaborone,200,,,,,,
100.3354,5.4112,801.0,Clouds,few clouds,02d,stations,303.12,308.12,303.11,303.68,1009.0,70.0,1009.0,1006.0,9000.0,4.63,230.0,,20.0,1727335114.0,1.0,9429.0,MY,1727305627.0,1727349168.0,28800.0,1735106.0,George Town,200,,,,,,
100.3354,5.4112,801.0,Clouds,few clouds,02d,stations,303.12,308.12,303.11,303.68,1009.0,70.0,1009.0,1006.0,9000.0,4.63,230.0,,20.0,1727335114.0,1.0,9429.0,MY,1727305627.0,1727349168.0,28800.0,1735106.0,George Town,200,,,,,,
-5.3526,36.1447,803.0,Clouds,broken clouds,04d,stations,295.37,295.87,295.12,295.37,1017.0,85.0,1017.0,1012.0,10000.0,7.2,260.0,,75.0,1727335135.0,2.0,2093501.0,GI,1727331158.0,1727374355.0,7200.0,2411585.0,Gibraltar,200,,,,,,
29.95,-3.5,804.0,Clouds,overcast clouds,04d,stations,298.51,298.04,298.51,298.51,1015.0,36.0,1015.0,844.0,10000.0,3.93,132.0,,98.0,1727335135.0,,,BI,1727322466.0,1727366106.0,7200.0,426271.0,Gitega Province,200,5.23,,,,,
31.2109,30.0081,800.0,Clear,clear sky,01d,stations,299.56,299.56,298.93,299.56,1013.0,58.0,1013.0,1007.0,10000.0,5.54,23.0,,0.0,1727335135.0,1.0,2514.0,EG,1727322344.0,1727365623.0,10800.0,360995.0,Giza,200,6.56,,,,,
-103.3333,20.6667,802.0,Clouds,scattered clouds,03n,stations,293.02,292.73,293.02,293.02,1009.0,64.0,1009.0,836.0,10000.0,2.06,50.0,,40.0,1727334938.0,1.0,7128.0,MX,1727354591.0,1727397941.0,-21600.0,4005539.0,Guadalajara,200,,,,,,
113.25,23.1167,804.0,Clouds,overcast clouds,04d,stations,305.9,309.5,305.9,305.9,1009.0,52.0,1009.0,1008.0,10000.0,2.89,254.0,,100.0,1727335135.0,,,CN,1727302614.0,1727345984.0,28800.0,1809858.0,Guangzhou,200,3.5,,,,,
-90.5133,14.6407,800.0,Clear,clear sky,01n,stations,290.6,290.62,290.1,291.06,1013.0,85.0,1013.0,847.0,10000.0,0.0,0.0,,0.0,1727335136.0,1.0,7079.0,GT,1727351478.0,1727394901.0,-21600.0,3598132.0,Guatemala City,200,,,,,,
-79.9,-2.1667,804.0,Clouds,overcast clouds,04n,stations,293.95,294.17,293.95,293.95,1012.0,80.0,1012.0,1011.0,10000.0,1.95,212.0,,99.0,1727335136.0,,,EC,1727348830.0,1727392456.0,-18000.0,3657509.0,Guayaquil,200,3.33,,,,,
74.1883,32.1617,800.0,Clear,clear sky,01d,stations,309.15,313.39,309.15,309.15,1004.0,43.0,1004.0,979.0,10000.0,3.04,81.0,,0.0,1727335136.0,,,PK,1727312036.0,1727355306.0,18000.0,1177662.0,Gujranwala,200,2.11,,,,,
-62.8498,17.8962,803.0,Clouds,broken clouds,04n,stations,302.0,308.55,301.55,302.66,1012.0,85.0,1012.0,1012.0,10000.0,4.47,41.0,,54.0,1727335136.0,2.0,2033696.0,BL,1727344857.0,1727388247.0,-14400.0,3579132.0,Gustavia,200,7.6,,,,,
126.9156,35.1547,500.0,Rain,light rain,10d,stations,298.26,298.89,298.26,298.26,1012.0,79.0,1012.0,997.0,10000.0,2.75,297.0,0.12,100.0,1727335136.0,,,KR,1727299391.0,1727342649.0,32400.0,1841811.0,Gwangju,200,4.16,,,,,
10.0,53.55,310.0,Drizzle,light intensity drizzle rain,09d,stations,287.06,287.09,286.64,287.2,990.0,99.0,990.0,988.0,5000.0,5.66,140.0,0.1,75.0,1727335136.0,1.0,1263.0,DE,1727327592.0,1727370554.0,7200.0,2911298.0,Hamburg,200,,701.0,Mist,mist,50d,
105.8412,21.0245,804.0,Clouds,overcast clouds,04d,stations,305.15,310.53,305.15,305.15,1009.0,61.0,1009.0,1008.0,10000.0,1.23,117.0,,100.0,1727335136.0,1.0,9308.0,VN,1727304382.0,1727347770.0,25200.0,1581130.0,Hanoi,200,1.91,,,,,
31.0539,-17.8294,800.0,Clear,clear sky,01d,stations,299.16,299.16,299.16,299.16,1017.0,32.0,1017.0,860.0,10000.0,2.76,107.0,,0.0,1727335136.0,2.0,2040412.0,ZW,1727322105.0,1727365936.0,7200.0,890299.0,Harare,200,5.26,,,,,
-82.383,23.133,803.0,Clouds,broken clouds,04n,stations,300.39,304.46,300.11,300.39,1004.0,89.0,1004.0,998.0,9000.0,6.17,160.0,,75.0,1727335137.0,1.0,7236.0,CU,1727349576.0,1727392902.0,-14400.0,3553478.0,Havana,200,12.35,,,,,
24.9355,60.1695,803.0,Clouds,broken clouds,04d,stations,287.46,287.22,285.92,288.21,1000.0,87.0,1000.0,998.0,10000.0,10.73,190.0,,75.0,1727334843.0,2.0,2011913.0,FI,1727324067.0,1727366911.0,10800.0,658225.0,Helsinki,200,13.86,,,,,
106.6667,10.75,501.0,Rain,moderate rain,10d,stations,304.3,309.95,304.3,305.16,1008.0,66.0,1008.0,1008.0,10000.0,4.63,170.0,2.18,75.0,1727335070.0,2.0,2093009.0,VN,1727304134.0,1727347622.0,25200.0,1566083.0,Ho Chi Minh City,200,,,,,,
114.1577,22.2855,803.0,Clouds,broken clouds,04d,stations,305.35,311.66,305.03,306.17,1010.0,63.0,1010.0,1004.0,10000.0,4.02,270.0,,52.0,1727335137.0,2.0,47808.0,HK,1727302392.0,1727345770.0,28800.0,1819729.0,Hong Kong,200,5.81,,,,,
159.95,-9.4333,500.0,Rain,light rain,10n,stations,300.4,304.25,300.4,300.4,1011.0,87.0,1011.0,981.0,10000.0,3.63,101.0,0.13,92.0,1727335137.0,,,SB,1727291242.0,1727334945.0,39600.0,2108502.0,Honiara,200,4.54,,,,,
-157.8583,21.3069,801.0,Clouds,few clouds,02n,stations,298.8,299.35,298.09,299.05,1018.0,74.0,1018.0,1015.0,10000.0,3.09,50.0,,20.0,1727335137.0,1.0,7878.0,US,1727281268.0,1727324672.0,-36000.0,5856195.0,Honolulu,200,,,,,,
-95.3633,29.7633,804.0,Clouds,overcast clouds,04n,stations,297.5,298.11,296.45,298.23,1010.0,81.0,1010.0,1007.0,10000.0,4.63,20.0,,100.0,1727334874.0,2.0,2001415.0,US,1727352732.0,1727395976.0,-18000.0,4699066.0,Houston,200,,,,,,
78.4744,17.3753,721.0,Haze,haze,50d,stations,300.38,302.79,300.38,300.88,1004.0,74.0,1004.0,941.0,5000.0,5.14,270.0,,75.0,1727335103.0,1.0,9214.0,IN,1727310933.0,1727354352.0,19800.0,1269843.0,Hyderabad,200,,,,,,
78.4744,17.3753,721.0,Haze,haze,50d,stations,300.38,302.79,300.38,300.88,1004.0,74.0,1004.0,941.0,5000.0,5.14,270.0,,75.0,1727335103.0,1.0,9214.0,IN,1727310933.0,1727354352.0,19800.0,1269843.0,Hyderabad,200,,,,,,
3.8964,7.3878,803.0,Clouds,broken clouds,04d,stations,296.09,296.89,296.09,296.09,1014.0,94.0,1014.0,988.0,10000.0,1.35,215.0,,73.0,1727335137.0,,,NG,1727328780.0,1727372294.0,3600.0,2339354.0,Ibadan,200,2.64,,,,,
126.4161,37.45,801.0,Clouds,few clouds,02d,stations,298.08,298.53,298.08,298.08,1012.0,73.0,1012.0,1012.0,10000.0,4.63,290.0,,20.0,1727335137.0,1.0,8093.0,KR,1727299522.0,1727342757.0,32400.0,1843561.0,Incheon,200,,,,,,
51.6776,32.6572,800.0,Clear,clear sky,01d,stations,301.95,300.49,301.95,301.95,1009.0,21.0,1009.0,837.0,10000.0,1.46,60.0,,0.0,1727335138.0,1.0,7460.0,IR,1727317444.0,1727360701.0,12600.0,418863.0,Isfahan,200,1.69,,,,,
73.1338,33.7104,500.0,Rain,light rain,10d,stations,304.73,311.73,304.73,304.73,1006.0,71.0,1006.0,927.0,10000.0,2.75,213.0,0.11,0.0,1727335138.0,2.0,2007435.0,PK,1727312298.0,1727355551.0,18000.0,1162015.0,Islamabad,200,2.48,,,,,
28.9833,41.0351,800.0,Clear,clear sky,01d,stations,293.83,293.81,293.83,295.83,1017.0,71.0,1017.0,1009.0,10000.0,3.09,80.0,,0.0,1727335013.0,2.0,2092591.0,TR,1727322941.0,1727366094.0,10800.0,745042.0,Istanbul,200,,,,,,
27.0923,38.4622,800.0,Clear,clear sky,01d,stations,297.12,297.06,296.88,297.13,1015.0,57.0,1015.0,992.0,10000.0,2.57,360.0,,0.0,1727335138.0,1.0,6979.0,TR,1727323380.0,1727366563.0,10800.0,311044.0,İzmir,200,,,,,,
75.8167,26.9167,701.0,Mist,mist,50d,stations,303.77,310.77,303.77,303.77,1004.0,79.0,1004.0,957.0,3000.0,2.06,90.0,,75.0,1727335138.0,1.0,9170.0,IN,1727311619.0,1727354942.0,19800.0,1269515.0,Jaipur,200,,,,,,
106.8451,-6.2146,721.0,Haze,haze,50d,stations,306.9,312.72,305.11,308.2,1008.0,55.0,1008.0,1005.0,5000.0,6.17,30.0,,40.0,1727335138.0,1.0,9383.0,ID,1727304001.0,1727347670.0,25200.0,1642911.0,Jakarta,200,,,,,,
39.2192,21.5169,800.0,Clear,clear sky,01d,stations,309.07,312.48,309.07,309.07,1005.0,41.0,1005.0,1000.0,10000.0,3.6,350.0,,0.0,1727335138.0,1.0,7410.0,SA,1727320377.0,1727363747.0,10800.0,105343.0,Jeddah,200,,,,,,
35.2163,31.769,800.0,Clear,clear sky,01d,stations,297.43,297.61,297.43,297.43,1013.0,65.0,1013.0,943.0,10000.0,0.89,348.0,,0.0,1727335138.0,2.0,2004982.0,IL,1727321392.0,1727364653.0,10800.0,281184.0,Jerusalem,200,2.68,,,,,
28.0436,-26.2023,803.0,Clouds,broken clouds,04d,stations,297.56,296.66,296.9,298.24,1016.0,23.0,1016.0,832.0,10000.0,4.02,96.0,,80.0,1727335138.0,2.0,2005686.0,ZA,1727322758.0,1727366728.0,7200.0,993800.0,Johannesburg,200,8.05,,,,,
-106.4833,31.7333,800.0,Clear,clear sky,01n,stations,297.46,297.02,297.14,298.25,1013.0,41.0,1013.0,877.0,10000.0,3.09,130.0,,0.0,1727334901.0,2.0,2006501.0,MX,1727355414.0,1727398630.0,-21600.0,4013708.0,Ciudad Juárez,200,,,,,,
31.5825,4.8517,803.0,Clouds,broken clouds,04d,stations,299.48,299.48,299.48,299.48,1013.0,70.0,1013.0,956.0,10000.0,2.08,309.0,,52.0,1727335139.0,,,SS,1727322122.0,1727365666.0,7200.0,373303.0,Juba,200,3.59,,,,,
69.4167,34.5,800.0,Clear,clear sky,01d,stations,299.04,298.47,299.04,299.04,1008.0,30.0,1008.0,800.0,10000.0,2.0,25.0,,0.0,1727335139.0,,,AF,1727313194.0,1727356438.0,16200.0,1138957.0,Kabul,200,1.39,,,,,
7.4383,10.5222,801.0,Clouds,few clouds,02d,stations,296.84,297.33,296.84,296.84,1014.0,79.0,1014.0,946.0,10000.0,1.1,211.0,,14.0,1727335139.0,,,NG,1727327947.0,1727371428.0,3600.0,2335727.0,Kaduna,200,1.36,,,,,
32.5822,0.3163,500.0,Rain,light rain,10d,stations,296.44,296.57,296.44,296.44,1014.0,67.0,1014.0,884.0,10000.0,0.86,141.0,0.2,69.0,1727335139.0,,,UG,1727321857.0,1727365452.0,10800.0,232422.0,Kampala,200,1.73,,,,,
8.5167,12.0001,803.0,Clouds,broken clouds,04d,stations,299.21,299.21,299.21,299.21,1013.0,63.0,1013.0,959.0,10000.0,3.46,219.0,,58.0,1727335139.0,,,NG,1727327696.0,1727371161.0,3600.0,2335204.0,Kano,200,4.33,,,,,
80.35,26.4667,804.0,Clouds,overcast clouds,04d,stations,303.58,308.23,303.58,303.58,1003.0,66.0,1003.0,989.0,10000.0,5.03,81.0,,100.0,1727335139.0,,,IN,1727310528.0,1727353857.0,19800.0,1267995.0,Kanpur,200,6.55,,,,,
120.3133,22.6163,802.0,Clouds,scattered clouds,03d,stations,304.28,311.28,304.28,305.12,1008.0,81.0,1008.0,1010.0,10000.0,5.66,290.0,,40.0,1727335139.0,2.0,2002588.0,TW,1727300916.0,1727344292.0,28800.0,1673820.0,Kaohsiung City,200,,,,,,
67.0822,24.9056,721.0,Haze,haze,50d,stations,307.05,312.0,307.05,307.05,1004.0,52.0,1004.0,1000.0,5000.0,3.09,260.0,,20.0,1727335139.0,1.0,7576.0,PK,1727313705.0,1727357047.0,18000.0,1174872.0,Karachi,200,,,,,,
51.0103,35.8355,800.0,Clear,clear sky,01d,stations,294.03,293.45,294.03,294.03,1014.0,49.0,1014.0,852.0,10000.0,6.17,320.0,,0.0,1727335139.0,1.0,7475.0,IR,1727317621.0,1727360844.0,12600.0,128747.0,Karaj,200,,,,,,
85.3167,27.7167,803.0,Clouds,broken clouds,04d,stations,297.27,297.9,297.27,297.27,1009.0,83.0,1009.0,849.0,7000.0,2.57,200.0,,75.0,1727335139.0,1.0,9201.0,NP,1727309342.0,1727352660.0,20700.0,1283240.0,Kathmandu,200,,,,,,
139.7172,35.5206,801.0,Clouds,few clouds,02d,stations,301.81,304.5,301.16,303.18,1013.0,66.0,1013.0,1012.0,10000.0,1.54,160.0,,20.0,1727335139.0,1.0,8077.0,JP,1727296319.0,1727339578.0,32400.0,1859642.0,Kawasaki,200,,,,,,
36.25,50.0,804.0,Clouds,overcast clouds,04d,stations,291.53,290.36,291.53,291.53,1023.0,36.0,1023.0,1006.0,10000.0,4.16,149.0,,100.0,1727335139.0,,,UA,1727321256.0,1727364292.0,10800.0,706483.0,Kharkiv,200,7.32,,,,,
32.5324,15.5518,800.0,Clear,clear sky,01d,stations,308.96,306.63,308.96,308.96,1008.0,16.0,1008.0,964.0,10000.0,1.86,237.0,,7.0,1727335140.0,,,SD,1727321951.0,1727365381.0,7200.0,379252.0,Khartoum,200,1.65,,,,,
89.5672,22.8135,501.0,Rain,moderate rain,10d,stations,299.17,299.17,299.17,299.17,1007.0,93.0,1007.0,1007.0,3159.0,2.56,199.0,1.59,100.0,1727335140.0,,,BD,1727308297.0,1727351665.0,21600.0,1336135.0,Khulna,200,5.15,,,,,
30.0588,-1.95,801.0,Clouds,few clouds,02d,stations,296.33,296.09,296.33,296.86,1015.0,53.0,1015.0,853.0,10000.0,2.06,150.0,,20.0,1727335140.0,2.0,47683.0,RW,1727322449.0,1727366070.0,7200.0,202061.0,Kigali,200,,,,,,
-119.554,36.5138,800.0,Clear,clear sky,01n,stations,294.65,294.29,293.58,295.13,1009.0,55.0,1009.0,998.0,10000.0,3.6,350.0,,0.0,1727335135.0,2.0,2084026.0,US,1727358583.0,1727401733.0,-25200.0,5363429.0,Kingsburg,200,,,,,,
-76.7936,17.997,801.0,Clouds,few clouds,02n,stations,301.68,305.54,299.35,301.68,1011.0,74.0,1011.0,981.0,10000.0,6.69,120.0,,20.0,1727335140.0,1.0,7105.0,JM,1727348205.0,1727391591.0,-18000.0,3489854.0,Kingston,200,,,,,,
-61.2248,13.1587,500.0,Rain,light rain,10n,stations,300.77,303.81,300.77,300.77,1010.0,76.0,1010.0,1002.0,10000.0,4.41,81.0,0.6,37.0,1727335140.0,,,VC,1727344440.0,1727387884.0,-14400.0,3577887.0,Kingstown,200,5.64,,,,,
15.3215,-4.3246,804.0,Clouds,overcast clouds,04d,stations,299.36,299.36,299.36,299.36,1013.0,78.0,1013.0,981.0,7000.0,3.09,290.0,,100.0,1727335140.0,1.0,2024.0,CD,1727325971.0,1727369621.0,3600.0,2314302.0,Kinshasa,200,,,,,,
135.183,34.6913,803.0,Clouds,broken clouds,04d,stations,303.92,305.58,301.97,303.96,1010.0,51.0,1010.0,993.0,10000.0,3.6,50.0,,75.0,1727335140.0,1.0,7963.0,JP,1727297404.0,1727340669.0,32400.0,1859171.0,Kobe,200,,,,,,
88.3697,22.5697,200.0,Thunderstorm,thunderstorm with light rain,11d,stations,299.12,299.12,299.12,299.12,1007.0,100.0,1007.0,1006.0,2200.0,4.12,150.0,6.48,100.0,1727335140.0,1.0,9114.0,IN,1727308584.0,1727351953.0,19800.0,1275004.0,Kolkata,200,,502.0,Rain,heavy intensity rain,10d,
102.2386,6.1333,501.0,Rain,moderate rain,10d,stations,302.12,307.59,302.12,302.12,1008.0,79.0,1008.0,1008.0,10000.0,4.12,90.0,2.11,20.0,1727335140.0,1.0,9431.0,MY,1727305174.0,1727348708.0,28800.0,1736376.0,Kota Bharu,200,,,,,,
114.1833,22.3167,803.0,Clouds,broken clouds,04d,stations,304.95,310.66,304.6,305.74,1009.0,63.0,1009.0,1003.0,10000.0,4.02,270.0,,53.0,1727335140.0,2.0,47808.0,HK,1727302386.0,1727345764.0,28800.0,1819609.0,Kowloon,200,5.81,,,,,
101.6865,3.1431,801.0,Clouds,few clouds,02d,stations,304.49,311.49,303.85,305.24,1009.0,75.0,1009.0,996.0,10000.0,4.63,150.0,,20.0,1727335141.0,2.0,2089667.0,MY,1727305291.0,1727348856.0,28800.0,1733046.0,Kuala Lumpur,200,,,,,,
-1.6244,6.6885,501.0,Rain,moderate rain,10d,stations,295.22,296.07,295.22,295.22,1014.0,99.0,1014.0,984.0,4452.0,0.89,223.0,3.1,100.0,1727335141.0,,,GH,1727330101.0,1727373623.0,0.0,2298890.0,Kumasi,200,2.24,,,,,
47.9783,29.3697,800.0,Clear,clear sky,01d,stations,308.08,309.94,308.07,309.7,1005.0,39.0,1005.0,1002.0,10000.0,3.13,315.0,,0.0,1727335141.0,2.0,2036793.0,KW,1727318315.0,1727361605.0,10800.0,285787.0,Kuwait City,200,4.92,,,,,
30.5167,50.4333,804.0,Clouds,overcast clouds,04d,stations,291.58,291.52,290.69,293.49,1017.0,78.0,1017.0,1001.0,10000.0,0.89,239.0,,100.0,1727334846.0,2.0,2003742.0,UA,1727322637.0,1727365663.0,10800.0,703448.0,Kyiv,200,2.24,,,,,
135.7538,35.0211,803.0,Clouds,broken clouds,04d,stations,304.86,307.7,301.46,304.86,1011.0,53.0,1011.0,985.0,10000.0,2.68,132.0,,66.0,1727335141.0,2.0,265569.0,JP,1727297268.0,1727340530.0,32400.0,1857910.0,Kyoto,200,5.36,,,,,
-68.15,-16.5,800.0,Clear,clear sky,01n,stations,281.25,280.59,279.14,281.25,1017.0,76.0,1017.0,620.0,10000.0,1.54,360.0,,10.0,1727335026.0,2.0,2081273.0,BO,1727345911.0,1727389737.0,-14400.0,3911925.0,La Paz,200,,,,,,
3.75,6.5833,804.0,Clouds,overcast clouds,04d,stations,297.84,298.66,297.84,297.84,1014.0,88.0,1014.0,1014.0,10000.0,1.31,267.0,,89.0,1727334963.0,,,NG,1727328811.0,1727372334.0,3600.0,2332453.0,Lagos,200,2.58,,,,,
74.3436,31.5497,711.0,Smoke,smoke,50d,stations,305.14,310.82,305.14,305.14,1003.0,62.0,1003.0,980.0,3500.0,5.14,90.0,,40.0,1727335141.0,1.0,7585.0,PK,1727311996.0,1727355272.0,18000.0,1172451.0,Lahore,200,,,,,,
9.4537,0.3925,804.0,Clouds,overcast clouds,04d,stations,298.28,299.15,298.28,298.28,1014.0,88.0,1014.0,1013.0,10000.0,2.81,225.0,,100.0,1727335141.0,,,GA,1727327407.0,1727371001.0,3600.0,2399697.0,Libreville,200,4.29,,,,,
33.7873,-13.9669,800.0,Clear,clear sky,01d,stations,299.3,299.3,299.3,299.3,1017.0,30.0,1017.0,903.0,10000.0,3.32,64.0,,0.0,1727335141.0,,,MW,1727321478.0,1727365252.0,7200.0,927967.0,Lilongwe,200,3.98,,,,,
-77.0282,-12.0432,804.0,Clouds,overcast clouds,04n,stations,289.21,289.14,288.29,289.21,1013.0,87.0,1013.0,986.0,9000.0,3.09,190.0,,100.0,1727335141.0,2.0,2037860.0,PE,1727348074.0,1727391834.0,-18000.0,3936456.0,Lima,200,,,,,,
-9.1333,38.7167,701.0,Mist,mist,50d,stations,293.36,293.73,292.39,293.56,1014.0,88.0,1014.0,1006.0,3000.0,7.72,220.0,,75.0,1727335141.0,1.0,6901.0,PT,1727332081.0,1727375246.0,3600.0,2267057.0,Lisbon,200,,300.0,Drizzle,light intensity drizzle,09d,
14.5051,46.0511,500.0,Rain,light rain,10d,stations,289.46,289.57,288.63,290.88,1010.0,93.0,1010.0,960.0,10000.0,1.54,290.0,0.27,75.0,1727335142.0,2.0,2003318.0,SI,1727326451.0,1727369532.0,7200.0,3196359.0,Ljubljana,200,,,,,,
